FIPS Code,Geography,Year,Program Type,Population
36117,Wayne County,2020,Postcensal Population Estimate,91202
36119,Westchester County,2020,Postcensal Population Estimate,1001453
36121,Wyoming County,2020,Postcensal Population Estimate,40259
36123,Yates County,2020,Postcensal Population Estimate,24722
36000,New York State,2020,Census Base Population,20202320
36001,Albany County,2020,Census Base Population,314851
36003,Allegany County,2020,Census Base Population,46450
36005,Bronx County,2020,Census Base Population,1472653
36007,Broome County,2020,Census Base Population,198683
36009,Cattaraugus County,2020,Census Base Population,77034
36011,Cayuga County,2020,Census Base Population,76253
36013,Chautauqua County,2020,Census Base Population,127657
36015,Chemung County,2020,Census Base Population,84142
36017,Chenango County,2020,Census Base Population,47220
36019,Clinton County,2020,Census Base Population,79838
36021,Columbia County,2020,Census Base Population,61560
36023,Cortland County,2020,Census Base Population,46800
36025,Delaware County,2020,Census Base Population,44311
36027,Dutchess County,2020,Census Base Population,297021
36029,Erie County,2020,Census Base Population,954231
